Subject,Body
"Saransh Saraf Tweeted: Yay, I was awarded a $50 bounty on @Hacker0x0...","Your Highlights
HackerOne liked
Saransh Saraf - @MR23R0
Yay, I was awarded a $50 bounty on @Hacker0x01!  #TogetherWeHitHarder
Read more at Twitter ----------
Tesla liked
Tesla Europe - @teslaeurope
Attention passenger princesses (and everyone else):
You can now adjust the screen layout with one tap in Model S & X 🤝🎶 
Read more at Twitter ----------
HackerOne liked
Imran Huda(Ahhad) - @imranHudaA
Yay, I and @SZ_Mahmud_7 was awarded a $11,625 bounty on @Hacker0x01! 
Several issues.
We have been collabing for almost a month. Still some issues are pending.
#TogetherWeHitHarder
Read more at Twitter ----------
Amazon Web Services liked
Karimi Consulting - @KariConsult
Make migration to the cloud easy with @AWSCloud! ☁️ This video shows best practices for cloud migration on AWS. To learn more, reach out to KARIMI CONSULTING. 
Read more at Twitter ----------
Tesla liked
Tesla Energy - @teslaenergy
Refer friends & family to buy Solar Roof or Solar Panels & they'll get $500 off ☀️ 
Read more at Twitter ----------
Amazon Web Services liked
Chris Williams ✈️ reInforce - @mistwire
We should call setup day pre:Inforce 😂 
Read more at Twitter ----------
See more on Twitter ----------"
You have 39 notifications about Balasaheb and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
32 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Ubisoft Support Tweeted: Ubisoft Forward starts in 3 hours! How exci...,"Your Highlights
Ubisoft liked
Ubisoft Support - @UbisoftSupport
Ubisoft Forward starts in 3 hours! How excited are you? 👀
Get ready to enjoy the show and claim your Twitch Drops by making sure your accounts are linked! Don’t forget to hit that claim button each time you earn a drop. 😉
✍️ 
🔗  
Read more at Twitter ----------
Amazon liked
⛓🖤ERROR⛓🖤 - @glitchratgacha1
Why does Amazon have such amazing stuff 😍😍😍 
Read more at Twitter ----------
HackerOne liked
Jobert Abma - @jobertabma
New: Report Templates for hackers on @Hacker0x01, allowing anyone to reduce the time they spend writing reports. Check it out on  
Read more at Twitter ----------
Amazon Web Services liked
Tom Shaw - @tomshaw_dev
I had a blast at the @awscloud Summit! 🚀
Thank you so much to AWS for inviting me down! 😃
I participated in AWS GameDay: F1 League, had a conversation with Rob Smedley about the AWS x @F1 partnership, appeared on the AWS Livestream, and much more. 🤯
I’m going to be… 
Read more at Twitter ----------
Amazon Web Services liked
Adam Selipsky - @aselipsky
With @awscloud, the @AllenInstitute is mapping the whole human brain and creating the largest open-source brain cell database in the world. The team is looking to leverage generative AI services like Amazon Bedrock to integrate foundation models into this first-of-its-kind… 
Read more at Twitter ----------
Adobe liked
The Don Photography - @THE_DON_TOG
Had a mess about with the Generative AI feature in Photoshop
Picture of a Porsche shot at 200mm, tightly framed due to cars and people close by.
Using the Generative AI feature, I built up a pretty realistic background allowing the image to breathe a bit more! 
Read more at Twitter ----------
See more on Twitter ----------"
You have 39 notifications about Priti and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
32 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Piyush Tweeted: Glad to see new feature from AWS lambda which would ...,"Your Highlights
Amazon Web Services liked
Piyush - @im4piyushh
Glad to see new feature from AWS lambda which would fix the sqs trigger and lambda concurrency issue.
I was really waiting for this update since long!
Thanks @awscloud
Read more at Twitter ----------
Tesla liked
sparkpaul - @sparkpaul
Just took delivery of the first @Tesla Model X Plaid in Taiwan.  Ultra Red looks awesome 🔥 it’s like Iron Man red.  I’m only one car away from being S3XY 😂@SawyerMerritt @mortenlund89 @WholeMarsBlog @hsumacher @heyJohnEe
Plaid feels like a Time Machine when I punch it! 
Read more at Twitter ----------
Tesla liked
Kevin Melnuk - @KevinMelnuk
Who’s got a pretty Tesla nature shot? @Tesla #evroadtrip 
Read more at Twitter ----------
Xbox liked
Xbox Game Pass - @XboxGamePass
a new tale of the Kami awaits
play Kunitsu-Gami: Path of the Goddess day one with Game Pass | #XboxShowcase 
Read more at Twitter ----------
Ubisoft liked
Assassin's Creed - @assassinscreed
Tune-in to #UbiForward tomorrow for exciting updates on the Assassin’s Creed brand.
Including, Assassin’s Creed Nexus VR, Assassin’s Creed Mirage, and Assassin’s Creed Codename Jade. #AssassinsCreed 
Read more at Twitter ----------
See more on Twitter ----------"
You have 39 notifications about Arnav and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
32 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Unacademy is hiring: Educator/Faculty Internship.,"Top job picks for you:
Educator/Faculty Internship
Unacademy
India
This company is actively hiring
Apply with resume & profile
View job:
Remote Work Opportunity in Pune, India | Part-time Linguist
Appen
Pune
This company is actively hiring
View job:
Software Engineer
IBM
Pune
This company is actively hiring
View job:
Freelance Writer
Truelancer.com
India
This company is actively hiring
View job:
Python Developer
Valuepitch
Navi Mumbai
This company is actively hiring
Apply with resume & profile
View job:
Intern - Machine Learning Engineer
Attain
India
View job:
See all jobs
See jobs where you’re a top applicant
You are receiving Jobs You Might Be Interested In emails."
Xbox Tweeted: STAR WARS OUTLAWS!!! EVERYBODY STAY CALM,"Your Highlights
Ubisoft liked
Xbox - @Xbox
STAR WARS OUTLAWS!!! EVERYBODY STAY CALM
Read more at Twitter ----------
Xbox liked
Xbox Game Pass - @XboxGamePass
just put the money in the bag 💰
play Payday 3 day one on Console, Cloud, and PC:  | #XboxShowcase 
Read more at Twitter ----------
Amazon Web Services liked
Ran Isenberg - @IsenbergRan
This is pretty cool! 
Read more at Twitter ----------
Amazon liked
MiMi - @UNotBoutDatLyfe
The Amazon gift cards that were passed out to everyone as a thank you gift came in clutch!!
Read more at Twitter ----------
Amazon Web Services liked
Aaron Hunter - @aaronshunter
✈️ DCA to LAX ✈️  Headed to Anaheim for re:Inforce!
@awscloud @AWSEvents #AWSreinforce #reinforce 
Read more at Twitter ----------
Xbox liked
The Elder Scrolls Online - @TESOnline
Explore an all-new Telvanni Peninsula and Apocrypha, wield the eldritch energies of the Arcanist class, and delve into the secrets of Hermaeus Mora. 
Read more at Twitter ----------
See more on Twitter ----------"
You have 39 notifications about Balasaheb and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
32 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Xbox Game Pass Tweeted: Soon,"Your Highlights
Xbox liked
Xbox Game Pass - @XboxGamePass
Soon 
Read more at Twitter ----------
Ubisoft liked
Xbox - @Xbox
Watch the World Premiere trailer of Star Wars Outlaws.
Introducing scoundrel Kay Vess in the first-ever open world Star Wars game. Coming 2024. 
Read more at Twitter ----------
Amazon Web Services liked
Akanksha Jadhao - @jadhao_akanksha
Got my Swags of @github @awscloud finally delivered today from @thecloudfolk in which I participated in April. Thanks @APratham for sending the swags and your guidance throughout the bootcamp. 
Read more at Twitter ----------
Xbox liked
PC Game Pass - @XboxGamePassPC
if you didn’t know, now you know! if you did know…now you know x2 💚
play Persona 3 Reload day one on PC, Console, and Cloud | #XboxShowcase 
Read more at Twitter ----------
Amazon Web Services liked
Danilo Poccia - @danilop
I love summer festivals 🤩 #London #Marylebone 
Read more at Twitter ----------
Amazon Web Services liked
Leandro Damascena - Pai de Helena - @LeoCDamascena
A special thanks to @awsusergroupsp and AWS Group Ceará!
#aws #awsusergroups 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Arnav and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Zack Tweeted: Sentry Mode on my Model Y just saved us from having it...,"Your Highlights
Tesla liked
Zack - @BLKMDL3
Sentry Mode on my Model Y just saved us from having its wheels stolen this morning. Time and time again sentry mode proves to be a priceless asset to owning a @Tesla. Thank you Tesla for this technology, just saved me a ton of money and headache, scared the thief away. @elonmusk 
Read more at Twitter ----------
Tesla liked
Tesla Asia - @Tesla_Asia
The first ""GIGA LAB""  Tesla store held its opening ceremony today. The interior of ""GIGA LAB"" imitates the Shanghai Gigafactory and shows the manufacturing process of Tesla vehicles. Here, customers can feel the hardcore beauty of Tesla⚙️
📍Chengdu, China 
Read more at Twitter ----------
YouTube liked
N (Tyler) - @sdntyler07
YouTube sent me an email congratulating me for reaching 500 subs!!
Wow, thank you so much everyone, I just hit 500 subscribers on @YouTube! #500subs
Read more at Twitter ----------
NASA liked
NASA Goddard - @NASAGoddard
What are black holes, and could they suck up my house? 😱 Let’s kick off our first Saturday Science by exploring these fascinating objects! 🧵 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Laxmikant and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
morgan Tweeted: Taking some much needed time off through next week. ...,"Your Highlights
Amazon Web Services liked
morgan - @MorgantWillis
Taking some much needed time off through next week. So if you need me, I’ll be relaxing on the beach 😎
Read more at Twitter ----------
Amazon Web Services liked
Proofpoint - @proofpoint
Join Presidio and Proofpoint for drinks and appetizers at our #AWSreInforce reception! During this event, you’ll connect with our leaders and experts and network with the wider AWS re:Inforce community.
Learn more and register: 
@AWSEvents @awscloud 
Read more at Twitter ----------
Amazon Web Services liked
American Red Cross Northwest Region - @RedCrossNW
Read more at Twitter ----------
Amazon liked
kb ☾☀︎︎ - @kbEventer
Just bought Levi’s shorts on Amazon for almost half the price and they get here tomorrow instead of two weeks from now … amazing
Read more at Twitter ----------
Amazon Web Services liked
Intelliwings - @Intelliwings
An exciting past couple of days in #WashingtonDC at the @AWSEvents #AWSSummit. Teams from industry, defense, #nonprofits, & government gathered to learn the latest and share the greatest info on how @awscloud #tech can be leveraged to solve #data problems and create solutions. 
Read more at Twitter ----------
NASA liked
NASA Internships - @NASAInterns
To-do: Become a NASA Intern ✅
Today our #NASAInterns completed their first week at @NASA. Already these #ArtemisGeneration interns are putting their talent and creativity to work for the betterment of all.
Welcome to the team! 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Ambarish and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Diablo Tweeted: Inarius and The High Heavens or Lilith and the Burni...,"Your Highlights
Xbox liked
Diablo - @Diablo
Inarius and The High Heavens or Lilith and the Burning Hells?
Show your allegiance with these #DiabloIV inspired controllers from @Xbox Design Lab.
Elite: 
Standard:  
Read more at Twitter ----------
Windows liked
Brandon Lillie - @deadanimaldoc
When your dept doesn’t have its own flagpoles but your office windows are in a great location you just have to improvise!  Happy Friday and Happy Pride! 
Read more at Twitter ----------
Amazon Web Services liked
Adam Selipsky - @aselipsky
Great energy from London to Washington, D.C. this week, as we hosted our annual #AWSSummit in both locations.
Swami Sivasubramanian took the stage in London to talk all things generative #AI, and in D.C., @maxrpetersonii detailed how the public sector is using cloud to advance… 
Read more at Twitter ----------
Tesla liked
Tesla Charging - @TeslaCharging
The more the merrier! Welcome, @ABBNorthAmerica 
Read more at Twitter ----------
Amazon Web Services liked
Isos Technology - @IsosTech
With Day 2 complete, that's a wrap on #AWSSummit Washington, DC!
Congratulations to our raffle prize winner, Tianming Zhao from the Federal Reserve Board 🎁 And thank you to everyone who stopped by our booth!
Next stop, #AWS Summit NY 👋
@AWScloud #Atlassian 
Read more at Twitter ----------
NASA liked
NASA History Office - @NASAhistory
Who's ready for lunch?
Skylab astronauts ate a much wider variety of foods than the Apollo astronauts. With over 70 kinds of foods provided, including some frozen foods, they could reheat portions of their meal in special trays that slotted into the ward room's table. 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Laxmikant and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 38 notifications about Nikhil and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 38 notifications about Laxmikant and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Johannes Koch Tweeted: I have not yet found the right words to expre...,"Your Highlights
Amazon Web Services liked
Johannes Koch - @Lockhead
I have not yet found the right words to express my gratitude for being recognized like this by this awesome community.
I will keep trying. 
Read more at Twitter ----------
HackerOne liked
/tmp/camper - @tmpcamper
Yay, I was awarded a $670 bounty on @Hacker0x01!  #TogetherWeHitHarder
:‘ooooo
Read more at Twitter ----------
Amazon Web Services liked
Tom Shaw - @tomshaw_dev
I had a blast at the @awcloud Summit! 🚀
Thank you so much to AWS for inviting me down! 😃
I participated in AWS GameDay: F1 League, had a conversation with Rob Smedley about the AWS x @F1  partnership, appeared on the AWS Livestream, and much more. 🤯
I’m going to be… 
Read more at Twitter ----------
Amazon Web Services liked
AWS for Government - @AWS_Gov
🤔 How does Deutsche Bahn keep 🚆 railways safe & support 🌱 sustainability?
🙋 By leveraging @LiveEO_space, which uses 🛰️ satellite data & the ☁️ cloud with #AWS.
Learn more. 👉🔗  
Read more at Twitter ----------
Adobe liked
Keyloop - @KeyloopAuto
A few of our Creative & Digital Marketing team members have enjoyed the 2023 @AdobeSummit over the last few days.
They have taken on a wealth of information about Adobe’s new products & learnt some fascinating possibilities within the world of Generative AI.
#AdobeSummitEMEA 
Read more at Twitter ----------
Adobe liked
Kristen Brooks 🔜 #ISTElive - @KristenBrooks77
♥️When the entire room of educators are buzzing with excitement from showing them how to create with  #AdobeFirefly for the 1st time & they can’t wait to show their students. The 💖 of Learning is why I Love  presenting at Conferences! #LCPcon  @Adobe @lcp_it 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Priti and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Joan Lafferty Tweeted: Because I have been having so much fun with A...,"Your Highlights
Adobe liked
Joan Lafferty - @laffertybug
Because I have been having so much fun with Adobe Firefly in #AdobeExpress, I wrote this: 
Read more at Twitter ----------
Amazon Web Services liked
Johannes Koch - @Lockhead
Thanks for recognizing my efforts and engagement.
I‘m thankful for the support by everyone in the AWS community!
It’s awesome to be part of this group of community leaders now! 
Read more at Twitter ----------
Amazon Web Services liked
Ran Isenberg - @IsenbergRan
🚀 Thrilled to announce my acceptance into the #AWS Heroes program as a #Serverless  Hero!
I am excited to continue to create, innovate, and contribute to the growth of the AWS community.
Follow me here and on my website  for AWS & serverless knowledge! 
Read more at Twitter ----------
Amazon Web Services liked
Director Everett Lott - @DDOTDCDirector
It is a great pleasure to speak about @DDOTDC efforts to find innovative way to improve our infrastructure at the #AWSSummit. The District is taking great steps to improve services with all of our operations through innovative technology. 
Read more at Twitter ----------
Arduino liked
GroupGets - @groupgetscom
🔊  The BoomBox Wildlife Sound Emitter Device is a research device that uses an open-source @arduino compatible board that attaches to camera traps to emit custom sounds when the camera's (PIR) motion sensor is triggered. ➡️  for more info! 🐘 
Read more at Twitter ----------
Arduino liked
PSA Certified - @PSACertified
Congratulations @arduino! They have achieved PSA Certified Level One for the Portenta X8; their success represents another step closer to a more secure future. Check out Massimo Pennazio of Arduino with the PSA Certified Trophy the team received for this certification
⬇️ 
Read more at Twitter ----------
See more on Twitter ----------"
Bluestone Analytics Tweeted: Stop by the @CACIIntl booth at the #AWS...,"Your Highlights
Amazon Web Services liked
Bluestone Analytics - @DarkBlueIntel
Stop by the @CACIIntl booth at the #AWSSummit in DC to learn more about how DarkBlue allows users to discover emerging threats, pursue critical information, and engage the targets they find! Gain the #InformationAdvantage with DarkBlue!
#osint #darkweb 
Read more at Twitter ----------
Amazon Web Services liked
Katie Raby 🌸 - @KatieARaby
Summit swag! I was more intentional with what I picked up this time around. The com sum tshirt? my new sleep tee 😄 cap is awesome for the summer too ☺️ cockroachDB seeds were a lovely touch 🌱 #AWSSummit #AWSSummitLondon 
Read more at Twitter ----------
Xbox liked
Parallel Studio - @FromParallel
Explore the depths of the North Sea and experience a puzzling and poetic narrative adventure.
Under the Waves releases on August 29, 2023.
Wishlist the game now on your favorite platform:  
Read more at Twitter ----------
Amazon Web Services liked
Makpar - @MakparCorp
Our team is having a great time at the #AWSSummit in Washington, DC, today!
#AWS #innovation #professionaldevlopment #MakparProud 
Read more at Twitter ----------
Xbox liked
Bandai Namco US - @BandaiNamcoUS
Dive into a desert world from the creator of Dragon Ball, Akira Toriyama!
Play as the Fiend Prince, Beelzebub, and set off on an adventure using your wits, brawn, and vehicles to save #SANDLAND!
Learn more:  
Read more at Twitter ----------
Amazon Web Services liked
Danilo Poccia - @danilop
Did you visit the Urban Nature Hub at the AWS Summit London yesterday? 🤩 It was a joint initiative with the @NHM_London #AWS #AWSSummit 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Ambarish and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Caitlin Allison Tweeted: Can’t wait to have a cocktail at the Cosmo ...,"Your Highlights
HackerOne liked
Caitlin Allison - @caitlinnallison
Can’t wait to have a cocktail at the Cosmo in Vegas and eat fresh sushi in Japan! Excited for all the things to come 😎 
Read more at Twitter ----------
Xbox liked
Milestone - @MilestoneItaly
#MotoGP23 is now available! Start your career, choose your path, beat all your rivals, and chase greatness! 🏁🔥 Get your copy here:  
Read more at Twitter ----------
Amazon Web Services liked
Enlightened Inc - @Enlightened_Inc
Join us at the #awssummit at 3:45pm! 
Read more at Twitter ----------
Amazon Web Services liked
Natasha Wright - @toish100
Had such an amazing time speaking about Kubernetes design journey at the #AWSSummit London yesterday - such a fantastic audience! 
Read more at Twitter ----------
Amazon Web Services liked
Werner Vogels - @Werner
Introducing Falcon 40B and 7B. Two open source LLMs from @TIIuae, built and trained with #Amazon SageMaker, that you can easily deploy from SageMaker Jumpstart.  
Read more at Twitter ----------
Arduino liked
techrm - @techrmcom
How to make a data logger with the ESP8266 NodeMCU connected to the Arduino Cloud by @techrmcom:  
Read more at Twitter ----------
See more on Twitter ----------"
CloudFix Tweeted: And that's a wrap for AWS Summit London. If you mi...,"Your Highlights
Amazon Web Services liked
CloudFix - @cloudfix_saves
And that's a wrap for AWS Summit London. If you missed us, team #CloudFix will be at AWS Summit Toronto next week, and you can still register here: 
#AWSsummit #AWSSummitToronto 
Read more at Twitter ----------
Amazon liked
MaddiP - @DatBitchP
Ordered some books on Amazon
Read more at Twitter ----------
Amazon Web Services liked
Sterling - @SterlingComp
Our Sterling team is having an AWSome time at AWS Public Sector Summit! 🖥️ ✨
@awscloud #AWS #event 
Read more at Twitter ----------
Amazon Web Services liked
William Collins - @WCollins502
Awesome time presenting #AWS #cloudnetworking things at #AWSSummit in D.C. 💥 Great event, community, and people networking 😁 
Read more at Twitter ----------
Amazon liked
Whit B 💚🤑 - @ms_whitne
My Amazon package just arrived including my case he bought me. Perfect timing.
Read more at Twitter ----------
Amazon Web Services liked
Aaron Hunter - @aaronshunter
Day 1 of #AWSSummit Washington DC is done! Thank you @AWSEvents and @AWScloud for a great first day 😃 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Priti and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Ambarish, you're on a roll on LinkedIn!","Now, take these next steps for more success
Check out these interesting conversations
Because you viewed Choudhary’s post
Choudhary Sakshi
Student at MGM'S College of Engineering, Nanded
Hello everyone!
I'm happy to announce that I have been awarded a certificate of appreciation for my participation in the prestigious ""VISIOTECH 2023"" event at my college. It was an incredible experience being part of such a groundbreaking event that showcased the latest advancements in technology.
#VISIOTECH2023 #collegeexperience
Grow your network for career support
Because you viewed Choudhary’s post
Raunak Mitra
Technical Trainer @Campuscredential | Machine Learning Consultant @DualOpt | Machine Learning and Computer Vision enthusiast
35 mutual connections
Ajay Hadap
--
8 mutual connections
Follow people who can inspire you at work
Because you viewed Choudhary’s post
Shradha Khapra
Co-founder, Apna College | Ex-Microsoft | Tedx Speaker | Google SPS’20
150,546 followers
Riti Kumari
SDE-2 @ Walmart Global Tech
175,420 followers
....................................."
Security Force Inc Tweeted: Just caught my Amazon delivery driver ru...,"Your Highlights
Amazon liked
Security Force Inc - @Security_Force
Just caught my Amazon delivery driver rubbing my Golden Retriever's tummy! 🐶🛵 Can't blame him, my pup's belly is like a stress-relief button! #DeliveryPawsome #TummyRubTherapy #AmazonDriverGoals 
Read more at Twitter ----------
Amazon Web Services liked
Lou - @lou_1818
Great day at #AWSSummit with a highlight being the #LadiesThatLaunch lunch on the Sunborn yacht #networking with #WiT 
Read more at Twitter ----------
Amazon liked
b - @beverlymb_
Updated to this weekennnnnd. Thank you @amazon 
Read more at Twitter ----------
Xbox liked
Bandai Namco US - @BandaiNamcoUS
Get ready for the ultimate thrill ride!
Pre-order #ParkBeyond today and score the exclusive PAC-MAN™ Impossification Set🎢
👉  
Read more at Twitter ----------
Amazon Web Services liked
Vlad Galabov - @VladGalabov
We really enjoyed our couple of days with the Amazon Web Services (AWS) team. A highlight for me certainly was talking all things sustainability with @groberstiefel #awssummit #sustainabilty 
Read more at Twitter ----------
Amazon Web Services liked
Adam Selipsky - @aselipsky
Excited to continue to bring top high performing LLMs to developers & customers. Falcon 40B, an open source LLM trained on Amazon SageMaker, and currently the top performing LLM on the @huggingface Open LLM Leaderboard, is now available to @awscloud customers on SageMaker… 
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Anand and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 39 notifications about Laxmikant and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
32 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Barış Tweeted: I swear I'm working. #AWSSummit,"Your Highlights
Amazon Web Services liked
Barış - @baris_sncn
I swear I'm working. #AWSSummit 
Read more at Twitter ----------
Amazon Web Services liked
Skeffles - @Skeffles
It's been a long day. I woke up at 4am to get to London for the #AWSSummit. Finally got back about 8pm and even though I'm shattered it was great! 
Read more at Twitter ----------
Amazon Web Services liked
AWS Nonprofits - @AWS_Nonprofits
🦜 It’s not a bird
🛩️ It’s not a plane.
🚙 It’s the AWS Disaster Response Vehicle!
Check it out next to the Hall D entrance if you’re at the #AWSSummit Washington, DC. 
Read more at Twitter ----------
Amazon Web Services liked
Ashley Capoot - @ashleycapoot
That’s a wrap on day one of the AWS Summit Washington, D.C.! I’ll be on site again tomorrow with @CNBC, come say hi! 😁
#AWSSummit #AWS @awscloud 
Read more at Twitter ----------
Google Cloud Tech and 1 others liked
Google Workspace - @GoogleWorkspace
After extensive testing and feedback, we’re excited to bring the power of Duet AI to enterprise customers with Duet AI for #GoogleWorkspace Enterprise, which is available for preorder starting today! 👉  
Read more at Twitter ----------
Amazon Web Services liked
Banjo Obayomi - @banjtheman
Read more at Twitter ----------
See more on Twitter ----------"
You have 38 notifications about Sakal and others,"View Notifications
Go to Facebook
Hi Manjusha,
A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends.
Manjusha Udgirkar
5 messages
2 friend requests
31 new notifications
Thanks,
The Facebook team
Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Battlefield Tweeted: 🔴 Welcome to Season 5: New Dawn. It's time to ...,"Your Highlights
Xbox liked
Battlefield - @Battlefield
🔴 Welcome to Season 5: New Dawn. It's time to fight alongside your squad as one and defy all the odds 🫡
🎬 Don't forget to send us your epic gameplay moments using #OnlyInBattlefield! 
Read more at Twitter ----------
Google Cloud Tech liked
Google Cloud - @googlecloud
Building compelling online shopping experiences can be a tedious and time-consuming exercise.
Use this #GoogleCloudExecForum demo to learn how #generativeAI can simplify product cataloging and develop website descriptions, product meta-data, and more ➡️  
Read more at Twitter ----------
Google Cloud liked
Thomas Kurian - @ThomasOrTK
Read more at Twitter ----------
Google Cloud liked
Forrest Brazeal - @forrestbrazeal
There aren’t a lot of Googlers in Charlotte, so that just makes a breakfast meeting with @ballen_clt even more special! 
Read more at Twitter ----------
Amazon liked
AWS for Government - @AWS_Gov
AWS is committed to Virginia. Learn how we’re making an impact in the community. 👉  
Read more at Twitter ----------
Amazon Web Services liked
Aleksandar Nenov - @aleksandarnenov
I’m happy to share that I’ve renewed today my
AWS Certified Solutions Architect – Associate Certificate from @awscloud
Read more at Twitter ----------
See more on Twitter ----------"
9 people noticed you,"Your profile is looking great
Your work and accomplishments are being recognized
9 profile views"
