Subject,Body
Sachin Udgirkar is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Get Hired with GeeksforGeeks shared a,"Get Hired with GeeksforGeeks shared a post: Mera work-life balance ka sapna adhoora reh gaya Rifat Bi.... . . . . . . . . . . . . . . worklifebalance work worklife office officehumour workplace See post: 'Get bitter or get better, an author says with response to dealing with change. See newsletter:"
People who follow Sandeep Jain also follow these creators,"Ambarish, people who follow Sandeep Jain also follow these creators. Follow to see interesting content in your feed. 265,403 followers Follow Co-founder, Apna College Ex-Microsoft Tedx Speaker Google SPS20 381,538 followers Follow SDE Microsoft 300k Subs on YT Teacher NSIT 346,956 followers Follow 484,149 followers Follow ....................................."
Saurabh Pawar and others have added 3 comments on Purva Chalindrawars post,"Saurabh Pawar and others have added 3 comments on Purva Chalindrawars post Kdk Today I received a special gift from Google for developers,... 44 Reactions 3 Comments ....................................."
You have 34 notifications about Gaju and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 27 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Shravani Kulkarni is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 35 notifications about Archana and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 28 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Add Shruti Kubade, Web Development Intern","Do you know Shruti Kubade? 47 mutual connections Yes, connect: More people you may know Yadnyesh Pande Python programming intern at internpe Python c c web developer 33 mutual connections Koturwar Anupkumar Sheshrao MGM college of engineering and technology 22 mutual connections Ganesh Kolhe Web Developer at Freelancer.com 25 mutual connections Yash Mahajan Student at Mgm College Of Engineering & Technology 39 mutual connections Bhavitavya Isukapati Attended Mgm College Of Engineering & Technology 22 mutual connections See more people you might know: You are receiving People You May Know notification emails."
Manisha Pradeep Gavhane is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have an invitation,"Hi Ambarish, Id like to join your professional network Shivam Telange Programming Enthusiast Computer Engineering Student at NBN Sinhgad Technical Institute Campus Pune 1 connection in common See all connections in common: Accept: View profile:"
You have 35 notifications about Ambarish and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 28 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
18 people visited your profile,Your profile is looking great Your work and accomplishments are being recognized 18 profile views
Roopali Newase Wakade is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Freelance Content Writer role at Truelancer.com: Actively recruiting,Top job picks for you: Freelance Content Writer Truelancer.com India This company is actively hiring View job: React intern Varsity Pro India Apply with resume & profile View job: Data Science Intern EVOASTRA VENTURES India View job: Associate - Projects Cognizant Pune This company is actively hiring View job: Junior Data Analyst (Remote Internship Data Analysis) TalentKompass Deutschland Jaipur View job: Data Analyst Intern Unified Mentor India This company is actively hiring Apply with resume & profile View job: See all jobs See jobs where youre a top applicant You are receiving Jobs You Might Be Interested In emails.
You have 38 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 31 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Add Shruti Kubade, Web Development Intern","Do you know Shruti Kubade? 47 mutual connections Yes, connect: More people you may know Koturwar Anupkumar Sheshrao MGM college of engineering and technology 22 mutual connections Ganesh Kolhe Web Developer at Freelancer.com 21 mutual connections Yash Mahajan Student at Mgm College Of Engineering & Technology 39 mutual connections Bhavitavya Isukapati Attended Mgm College Of Engineering & Technology 22 mutual connections Jyoti Kale -- 26 mutual connections See more people you might know: You are receiving People You May Know notification emails."
Gaju Surve is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 38 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 31 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Data Science Intern role at Sony Research India: Actively recruiting,Top job picks for you: Data Science Intern Sony Research India Bengaluru This company is actively hiring Apply with resume & profile View job: Data Engineer Tata Consultancy Services Bangalore Urban This company is actively hiring Apply with resume & profile View job: Application Developer: DevOps IBM Pune This company is actively hiring View job: Summer Internship Program - F&A Procter & Gamble Mumbai This company is actively hiring View job: Junior Python Developer (Remote Internship IT) TalentKompass Deutschland Delhi Cantonment View job: Cloud & DevOps Intern PIGEON INNOVATIVE SOLUTIONS LLP Mumbai Metropolitan Region Skills match: Google Cloud Platform (GCP) and Computing View job: See all jobs See jobs where youre a top applicant You are receiving Jobs You Might Be Interested In emails.
Shivshankar Phule is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 36 notifications about UNICEF India and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 29 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 39 notifications about Ambarish and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 32 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Get Hired with GeeksforGeeks shared a,"Get Hired with GeeksforGeeks shared a post: Opportunities that you can't afford to miss! Because the best organizations are here to add charm to your career. Now, is the time to work with your dream organizations. Job-A-Thon 22 is here!! Hurry up and register now. Registration link in the comments: . . . . . . . . . . . jobalert jobhunt jobopportunities techjobs work workplace career freshers employees fresherjobs fresherjobs hiringchallenge jobathon jobupdates techjobs techinternship See post: SOHAM KOTGIRE shared a post: Hello Connections, I am glad to share that I got a Certificate from Udemy for course of Css, Javascript and Python Complete course. udemycertification udemy css javascript python Comment: You appeared in 16 searches this week You were found by people from these companies See all searches Aditya Kulkarni commented on LOHIYA VEDIKA VIJAYS post: Great to hear About this See post: Sumedh Joshi commented on Srujan Pawgis post: Congratulations Srujan See post:"
Shiva prasad Tweeted: We have open PhD positions for those with CSIR...,"Your Highlights Shiva prasad - shivaprasadpv We have open PhD positions for those with CSIR/DBT, UGC fellowships in the lab. Please RT. Projects in the lab are very diverse and involve plants. Details in our lab webpage. Read more at Twitter ---------- DBT-NIPGR - NIPGRsocial Congratulations Dr. Naveen C. Bisht (Scientist, DBT-NIPGR) has been elected as a fellow ofthe Indian National Science Academy (INSA), New Delhi. DBTIndia rajeshgokhale NCBishtNIPGR apslabnipgr SciCommIndia insaacademy INSA SciComm Science scienceoutreach Read more at Twitter ---------- Sumit Singh Dagar - dagarsumit Pleased to announce publication of PhD work of kasturideore aripune in archivesofmicrobiology documenting diversity of methanogens of Indian hotsprings. We are thankful for support of karthickbala in sampling & serbonline ugcindia for funding. Read more at Twitter ---------- National Centre for Biological Sciences - NCBSBangalore We congratulate Prof. Sandeep Krishna and Prof. PV Shivaprasad on being elected as INSA Fellows, and Dr. Arjun Srivathsa on being elected as INSA Associate Fellow. arjunsrivathsa shivaprasadpv news insa ncbs Read more at Twitter ---------- Neha Varshney - nehavar Really excited to interact with kids! Looking forward to the session Read more at Twitter ---------- Rahul Siddharthan - rsidd120 More from IIT Mandi director. Read more at Twitter ---------- See more on Twitter ----------"
You have 39 notifications about Rajeshwar and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 32 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Ankush Patil Bokare is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 38 notifications about UNICEF India and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 31 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Your recruiter view is ready,"Improve how you appear in recruiter search results Your profile in recruiter search results Ambarish Udgirkar Education Mgm College Of Engineering & Technology, Bachelor of Technology - BTech 2021 - 2025 Share youre open to work and double your chances of being contacted by recruiters. 18% of recruiters search based on title or company."
Rajeshwar Awadhane is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 42 notifications about Pari Beautiqe and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 35 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
17 people noticed you,Your profile is looking great Your work and accomplishments are being recognized 17 profile views
Coding Ninjas shared a post:,"Coding Ninjas shared a post: Congratulations on achieving this milestone, Raju! See post: Intel Corporation shared a post: Thanks to Sandra Rivera's dedication and leadership, AI is making big strides. Congratulations on being one of TIME100's Most InfluentialPeople in AI See post: Hotel chains across the country are ramping up recruitment, with new room additions slated to reach more than 14,000 this year, Aneesh Phadnis reports for businessline. Indian Hotels Company Limited, which runs the Taj Group of Hotels, is planning to open 20 properties in FY24 and hire 2,500 direct employees. It has also started a leadership accelerator programme for professionals with MBA degrees, the report says. The Accor Group, which operates brands like Novotel and ibis, is looking to hire 800 employees in 2023, and is offering internal mobility and training programmes to retain staff. Lemon Tree Hotels will also appoint 3,000 people as the companys room count increases from 8,500 to 10,500, says Chairman and MD Patanjali Keswani. Driven by the post-pandemic recovery in the industry, more stalled projects are now getting completed, says Mandeep Singh Lamba, MRICS, President (South Asia) of HVS Anarock. The consulting firm adds that 44% of new room additions will be in Tier 3 locations like Dehradun, Shillong, and Haridwar, among others. Around 10 lakh people are needed in the restaurant industry in the next three quarters, Anumeha Chaturvedi reports for The Economic Times, citing industry executives. Hiring growth is expected to increase by 10-15% during the upcoming festive season, according to Suchita Dutta, Executive Director of the Indian Staffing Federation. There is a shortage of talent at the junior levels across the sector, but the same isnt true at the mid to senior levels, says Nikhil Sharma, Market Managing Director-Eurasia at Wyndham Hotels & Resorts. Source: businessline - The Economic Times - :Abhiraj Ganguli : Getty Images hoteljobs hospitalityjobs hospitalityindustry hiring india See post: Qualcomm shared a post: Looking to enhance your knowledge of 5G Release 16? We offer two unique Release 16 courses, taught by industry-leading engineers from Qualcomm. Begin with our Release 16 Technical Training Course, then gain a firm understanding of the key enhancements and new verticals introduced by Release 16s air interface: See post: adidas shared a post: Who's ready for pop-quiz Friday? It's time to test your ///-trivia knowledge! Up first, the iconic Samba, a style staple, but which sport was the shoe originally designed for? theadidasarchive See post: Bill Gates shared a post: Since 2016, progress on reducing maternal and neonatal mortality has stalled. But now, a decade of research is unlocking ways to save millions from preventable deathsand its clear addressing child malnutrition is one of the keys. Goalkeepers2030 You can check your answer here: Comment:"
Developer role at Wipro: Actively recruiting,Top job picks for you: Developer Wipro Pune This company is actively hiring View job: Data Science Intern Code4x Uttar Pradesh Apply with resume & profile View job: Backend Developer IBM Pune This company is actively hiring View job: Data Entry MotorOctane Navi Mumbai Be the first applicant to apply Apply with resume & profile View job: Data Science Intern Unified Mentor India This company is actively hiring Apply with resume & profile View job: General Administrator Tata Consultancy Services Pune This company is actively hiring Apply with resume & profile View job: See all jobs See jobs where youre a top applicant You are receiving Jobs You Might Be Interested In emails.
Add Manoorkar Sakshi Madhukar,"Do you know Manoorkar Sakshi Madhukar? 31 mutual connections Yes, connect: More people you may know Advait Shinde Attended Blue bells jr collage 13 mutual connections Sahil Mukkawar -- 24 mutual connections Gulam Mujtaba Quadri Studying btech CSE 11 mutual connections Avani Kulkarni Student at Mgms College Of Engineering 54 mutual connections Yash Mahajan Student at Mgm College Of Engineering & Technology 38 mutual connections See more people you might know: You are receiving People You May Know notification emails."
Bill Gates shared a post: Since 2016,"Bill Gates shared a post: Since 2016, progress on reducing maternal and neonatal mortality has stalled. But now, a decade of research is unlocking ways to save millions from preventable deathsand its clear addressing child malnutrition is one of the keys. Goalkeepers2030 You can check your answer here: Comment: Coding Ninjas shared a post: Congratulations on achieving this milestone, Raju! See post: See newsletter:"
Congratulate Ishan Udgirkar for starting a new position as Graduate Engineering Trainee at Emerson,Congratulate Ishan Udgirkar for starting a new position as Graduate Engineering Trainee at Emerson Say congrats Congratulate Tejas Kotalwar for starting a new position as Java Programmer at CodSoft Say congrats
Asking thoughtful questions during a job,See newsletter:
Naveen singh has 42 new connections. View all Naveen singhs connections.,"Naveen singh has 42 new connections. Expand your network Bill Gates shared a post: Since 2016, progress on reducing maternal and neonatal mortality has stalled. But now, a decade of research is unlocking ways to save millions from preventable deathsand its clear addressing child malnutrition is one of the keys. Goalkeepers2030 You can check your answer here: Comment: Use non-verbal cues at your next job interview to stand out. Heres how. See newsletter:"
Pari Beautiqe Neemuch is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 42 notifications about Ambarish and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 35 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Add Yadnyesh Pande,"Do you know Yadnyesh Pande? 33 mutual connections Yes, connect: More people you may know Manoorkar Sakshi Madhukar Attended Dr. Babasaheb Ambedkar Technological University 31 mutual connections Kolhe Ram Venkati -- 27 mutual connections Advait Shinde Attended Blue bells jr collage 13 mutual connections Varun Kotgire Student at Mahatma Gandhi Mission's College of Engineering, Nanded 48 mutual connections Bhagwat B. Attended Mahatma Gandhi Mission's College of Engineering, Nanded 21 mutual connections See more people you might know: You are receiving People You May Know notification emails."
Ashwini Laxman Jagtap is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have an invitation,"Ambarish Udgirkar, respond to :senderFamiliarName:senderFamiliarName now. Hi Ambarish, Id like to join your professional network Shaikh Shoaib US IT RECRUITER Bhokar 18 connections in common See all connections in common: Accept: View profile:"
You have 42 notifications about Archana and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 35 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Arnav Kowadkar is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have an invitation,"Ambarish Udgirkar, respond to :senderFamiliarName:senderFamiliarName now. Hi Ambarish, Id like to join your professional network Aditya Kulkarni B.Tech In Computer Science And Engineering At MGMS College Of Engineering,Nanded Nanded 2 connections in common See all connections in common: Accept: View profile:"
You have 42 notifications about Roopali and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 35 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Balasaheb Bokare is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
People who follow Sandeep Jain also follow these creators,"Ambarish, people who follow Sandeep Jain also follow these creators. Follow to see interesting content in your feed. 474,251 followers Follow SDE Microsoft 300k Subs on YT Teacher NSIT 330,377 followers Follow 205,297 followers Follow Co-founder, Apna College Ex-Microsoft Tedx Speaker Google SPS20 354,389 followers Follow 225,450 followers Follow ....................................."
You have 46 notifications about Parmeshwar and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 39 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Diksha Kolse is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"udgirkar10, check out the notifications you have on Twitter","Twitter You've got 154 recent notifications on Twitter Take a look Settings X Corp. 1355 Market Street, Suite 900 San Francisco, CA 94103"
You have 46 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 39 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Nikhil Awadhane is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have an invitation,":senderFullName just requested to join your network. Hi Ambarish, Id like to join your professional network Aditya Thorwate Student at Mgm College Of Engineering Nanded , Maharashtra Nanded 1 connection in common See all connections in common: Accept: View profile:"
13 people noticed you,Your profile is looking great Your work and accomplishments are being recognized 13 profile views
You have 48 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 41 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Laxmikant Wattamwar is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
All India Research Scholars Association Tweeted: There should be onl...,"Your Highlights All India Research Scholars Association - AIRSAIndia There should be only one funding agency for fellowship distribution and equal pay for Indian research scholars who are pursuing a PhD in India, whether it's IndiaDST ugcindia CSIRIND ICMR DBTIndia iaripgssu2022.It is a disgraceful situation that all the funding agencies Read more at Twitter ---------- Sudipta Mondal, PhD - SudiptaCCMB Chalk the Talk! - one of the coolest things I've done recently. Many thanks to ccmbcsir students' council CSC for giving me this amazing opportunity... ChalktheTalk Read more at Twitter ---------- All India Memes - allindiamemes BSNL after the name change Read more at Twitter ---------- Manya Lal - manyaa02 My journey at NSS Lab has come to an end. This past year has been an incredible chapter of growth and learning. I am grateful to Dr.Sadananda Singh and the wonderful lab members for their support and guidance Read more at Twitter ---------- Amitabha Bandyopadhy - abandopa He studies membrane proteins, particularly channel proteins at the atomic scale. He is one of the most loved and revered teachers of BSBE, IITK. Among others, he greatly influenced the career decision of nitiniitk. tathabiswas iamkrsna axay80 neeraj Read more at Twitter ---------- Anuradha Kumari - anuradhaiitb We detected bacteria in the brains of mice fed high fat diet!!! Translocation of gut commensal bacteria to the brain Read more at Twitter ---------- See more on Twitter ----------"
You have 48 notifications about Parmeshwar and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 41 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Ambarish, Im still waiting for your response",":hasSenderCompany prathmesh is waiting for your response prathmesh gadve invited you to connect on August 31, 2023, 5:58 AM prathmesh gadve College student at MGM College Nanded Nanded 20 connections in common See all connections in common: Accept: View invitation:"
Kaleshwar Bharsawde is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Congratulate Ishan Udgirkar for starting a new position as Graduate Engineering Trainee at Emerson,Congratulate Ishan Udgirkar for starting a new position as Graduate Engineering Trainee at Emerson Say congrats Congratulate Tejas Kotalwar for starting a new position as Java Programmer at CodSoft Say congrats
Add Koturwar Anupkumar Sheshrao,"Do you know Koturwar Anupkumar Sheshrao? 20 mutual connections Yes, connect: More people you may know Advait Shinde Attended Blue bells jr collage 12 mutual connections Vijaya Kadam Attended Mgm College Of Engineering & Technology 30 mutual connections Yadnyesh Pande Python programming intern at internpe Python c c web developer 33 mutual connections Shruti Kubade Attended Mgm College Of Engineering & Technology nanded maharastra 45 mutual connections Akshada Zinzurde Student at MGMCOE GDSC (23-24) Android & Flutter Head Experienced Android & Front-End Developer Java & Python Enthusiast 30 mutual connections See more people you might know: You are receiving People You May Know notification emails."
You have 47 notifications about Roopali and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 40 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Yadnyesh Vinchurkar shared a post: Hey,"Yadnyesh Vinchurkar shared a post: Hey Everyone, I am happy to share offer letter from TechnoHacks EduTech Official for web development internship. Thank you TechnoHacks EduTech Official and Sandip Gavit for this wonderful opportunity . internship technohacksedutech webdevelopment Comment: Coding Ninjas shared a post: Congratulations on achieving this milestone, Raju! See post: The job search process can be exhausting. Here are some tips to stay motivated. See newsletter:"
Pranav Kulkarni is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 49 notifications about UNICEF India and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 42 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Purva Chalindrawar commented on Saurabh Pawars post,Purva Chalindrawar commented on Saurabh Pawars post Best of luck Bhaiya Excited to announce that I've been selected to join the... 16 Reactions 1 Comment .....................................
Omkar Bhore is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
People who follow Mohammad F. also follow these creators,"Ambarish, people who follow Mohammad F. also follow these creators. Follow to see interesting content in your feed. 199,850 followers Follow 95,602 followers Follow 212,379 followers Follow SDE Microsoft 300k Subs on YT Teacher NSIT 324,078 followers Follow Co-founder, Apna College Ex-Microsoft Tedx Speaker Google SPS20 336,841 followers Follow ....................................."
Mahadev Gutte is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Follow these expert tips before making a,Follow these expert tips before making a career pivot. See newsletter:
You have 50 notifications about Roopali and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 43 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Poonam Patil-Rajput is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have 50 notifications about Roopali and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 43 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
You have an invitation,":senderFullName just requested to join your network. Hi Ambarish, Id like to join your professional network prathmesh gadve College student at MGM College Nanded Nanded 11 connections in common See all connections in common: Accept: View profile:"
Archana Dalvi is a new friend suggestion for you,"Find more friends Hi Manjusha, Add the people you know to see their photos and updates. Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Naveen singh has 42 new connections. View all Naveen singhs connections.,"Naveen singh has 42 new connections. Expand your network Tushar Gatthewar shared a post: hello connection .... Excited to share that I've been appointed as the AI/ML Lead at GDSC (Google Developer Student Club) in my college, MGM College of Engineering, Nanded! As a passionate advocate for artificial intelligence and machine learning, I can't wait to lead and collaborate with fellow students to explore the fascinating world of AI/ML together. Let's embark on this journey of innovation, learning, and building impactful projects. Looking forward to an amazing experience with GDSC and my peers! AI ML GDSC MGMEngineering PassionInActioncoreteam Comment: Use non-verbal cues at your next job interview to stand out. Heres how. See newsletter:"
12 people noticed you,Your profile is looking great Your work and accomplishments are being recognized 12 profile views
You have 51 notifications about Pari Beautiqe and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 44 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"udgirkar10, check out the notifications you have on Twitter","Twitter You've got 100 recent notifications on Twitter Take a look Settings X Corp. 1355 Market Street, Suite 900 San Francisco, CA 94103"
